,budget,genres,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,tagline,title,vote_count,Profit
47,190000000,Action   Adventure   Science Fiction,spacecraft   friendship   sequel   futuristic   space   alien   imax   space opera   terrorist bombing   d,en,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",78.291018,Paramount Pictures   Skydance Productions   Bad Robot   Kurtzman Orci,US  United States of America,2013-05-05,467365246,132.0,Earth Will Fall,Star Trek Into Darkness,4418,277365246
48,195000000,Action   Family   Fantasy,based on fairy tale   giant,en,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",43.349855,New Line Cinema   Original Film   Legendary Pictures   Warner Bros   Big K Pictures   Bad Hat Harry Productions,US  United States of America,2013-02-27,197687603,114.0,Prepare for a giant adventure,Jack the Giant Slayer,2598,2687603
49,105000000,Drama   Romance,based on novel   infelity   obsession   hope   d,en,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",61.196071,Village Roadshow Pictures   Bazmark Films   Warner Bros   A E Television Networks   Red Wagon Entertainment   Spectrum Films,US  United States of America  AU  Australia,2013-05-10,351040419,143.0,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,The Great Gatsby,3769,246040419
50,150000000,Adventure   Fantasy   Action   Romance,persia   sandstorm   brother against brother   armageddon   regent   based on veo game,en,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",62.169881,Walt Disney Pictures   Jerry Bruckheimer Films,US  United States of America,2010-05-19,335154643,116.0,Defy the Future,Prince of Persia: The Sands of Time,2317,185154643
51,180000000,Action   Science Fiction   Adventure,dystopia   giant robot   giant monster   apocalypse   imax   duringcreditsstinger   d,en,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",56.523205,Legendary Pictures   Warner Bros   Disney Double Dare You DDY   Indochina Productions,US  United States of America  CA  Canada,2013-07-11,407602906,131.0,"To Fight Monsters, We Created Monsters",Pacific Rim,4794,227602906
52,195000000,Action   Science Fiction   Adventure,moon   spacecraft   traitor   bodyguard   alien planet   based on cartoon   transformers   giant robot   sabotage   word domination   commando   duringcreditsstinger,en,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",28.529607,Paramount Pictures   Di Bonaventura Pictures   Indochina Productions   Hasbro Studios,US  United States of America,2011-06-28,1123746996,154.0,The invasion we always feared. An enemy we never expected.,Transformers: Dark of the Moon,3299,928746996
53,185000000,Adventure   Action,saving the world   rdle   whip   treasure   mexico city   leather jacket   machinegun   alien phenomenons   maya civilization   peru   treasure hunt   nuclear explosion   refrigerator   archaeologist   indiana jones   archeology u a,en,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",75.674458,Lucasfilm   Paramount Pictures,US  United States of America,2008-05-21,786636033,122.0,The adventure continues . . .,Indiana Jones and the Kingdom of the Crystal Skull,2495,601636033
54,175000000,Adventure   Animation   Family,tyrannosaurus rex   friends   alternate history   dinosaur   fear   storm   nature   human   journey,en,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,51.692953,Walt Disney Pictures   Pixar Animation Studios,US  United States of America,2015-11-14,331926147,93.0,Little Arms With Big Attitude,The Good Dinosaur,1736,156926147
55,185000000,Animation   Adventure   Comedy   Family   Action   Fantasy,scotland   rebel   bravery   kingdom   archer   wish   bear   scot   rebellious daughter   turns into animal   archery   ruins   aftercreditsstinger   peace offering   woman director   courage   d,en,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",125.114374,Walt Disney Pictures   Pixar Animation Studios,US  United States of America,2012-06-21,538983207,93.0,Change your fate.,Brave,4641,353983207
56,185000000,Action   Adventure   Science Fiction,sequel   stranded   hatred   space opera,en,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",65.352913,Paramount Pictures   Bad Robot   Perfect Storm Entertainment   Alibaba Pictures Group   Skydance Media   Sneaky Shark   Huahua Media,US  United States of America,2016-07-07,343471816,122.0,No Tagline,Star Trek Beyond,2568,158471816
57,180000000,Animation   Family,romantic comedy,en,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",66.390712,Walt Disney Pictures   Pixar Animation Studios   FortyFour Studios,US  United States of America,2008-06-22,521311860,98.0,An adventure beyond the ordinar-E.,WALL·E,6296,341311860
58,140000000,Action   Comedy   Crime   Thriller,ambassador,en,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",22.57178,New Line Cinema,US  United States of America,2007-08-08,258022233,91.0,The Rush Is On!,Rush Hour 3,783,118022233
59,200000000,Action   Adventure   Science Fiction,civilization   natural disaster   end of the world   disaster   apocalypse   destruction   volcanic eruption   mayan   ark   solar   destruction of mankind,en,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,Columbia Pictures   Centropolis Entertainment   The Mark Gordon Company   Farewell Productions,CA  Canada  US  United States of America,2009-10-10,769653595,158.0,We Were Warned.,2012,4903,569653595
